"","V1","V2"
"767","Dexter Freebish","System of a Down"
"768","Dexter Freebish","Talking Heads"
"769","Dexter Freebish","Tegan and Sara"
"770","Dexter Freebish","The Fratellis"
"771","Dexter Freebish","The Hush Sound"
"772","Dexter Freebish","The Smiths"
"773","Dexter Freebish","Tom Waits"
"774","Dexter Freebish","Unknown Mortal Orchestra"
"775","Dexter Freebish","X Ambassadors"
"776","Gorillaz","Pixies"
"777","Gorillaz","Radiohead"
"778","Gorillaz","Beware of Darkness"
"779","Gorillaz","Björk"
"780","Gorillaz","Blue October"
"781","Gorillaz","David Byrne & St. Vincent"
"782","Gorillaz","Eels"
"783","Gorillaz","Electric Six"
"784","Gorillaz","Gary Jules"
"785","Gorillaz","Guster"
"786","Gorillaz","Middle Class Rut"
"787","Gorillaz","Mutemath"
"788","Gorillaz","Nic Armstrong & The Thieves"
"789","Gorillaz","The Dresden Dolls"
"790","Gorillaz","The Smashing Pumpkins"
"791","Gorillaz","The Wallflowers"
"792","Gorillaz","Weezer"
"793","Gorillaz","Zox"
"794","Gorillaz","AWOLNATION"
"795","Gorillaz","Band of Skulls"
"796","Gorillaz","Brand New"
"797","Gorillaz","Collective Soul"
"798","Gorillaz","Dead Man's Bones"
"799","Gorillaz","Deftones"
"800","Gorillaz","Filter"
"801","Gorillaz","Finger Eleven"
"802","Gorillaz","Florence + the Machine"
"803","Gorillaz","Goo Goo Dolls"
"804","Gorillaz","IAMX"
"805","Gorillaz","Jeff Buckley"
"806","Gorillaz","Manchester Orchestra"
"807","Gorillaz","Modest Mouse"
"808","Gorillaz","Muse"
"809","Gorillaz","My Chemical Romance"
"810","Gorillaz","Nirvana"
"811","Gorillaz","Phantom Planet"
"812","Gorillaz","Primus"
"813","Gorillaz","Santigold"
"814","Gorillaz","Silversun Pickups"
"815","Gorillaz","Spoon"
"816","Gorillaz","The Bastard Fairies"
"817","Gorillaz","The Dead Weather"
"818","Gorillaz","The Raconteurs"
"819","Gorillaz","Tindersticks"
"820","Gorillaz","Torres"
"821","Gorillaz","Ben Folds"
"822","Gorillaz","Bent Knee"
"823","Gorillaz","Born Ruffians"
"824","Gorillaz","Buke and Gase"
"825","Gorillaz","Carlos Jean"
"826","Gorillaz","Dear and the Headlights"
"827","Gorillaz","Don't Stop Or We'll Die"
"828","Gorillaz","Foxy Shazam"
"829","Gorillaz","Franz Ferdinand"
"830","Gorillaz","Gogol Bordello"
"831","Gorillaz","Green Day"
"832","Gorillaz","Grouplove"
"833","Gorillaz","Kasabian"
"834","Gorillaz","Max Q"
"835","Gorillaz","MGMT"
"836","Gorillaz","Mr. Bungle"
"837","Gorillaz","Nico Vega"
"838","Gorillaz","Nine Inch Nails"
"839","Gorillaz","OK Go"
"840","Gorillaz","Soundgarden"
"841","Gorillaz","Suede"
"842","Gorillaz","Sufjan Stevens"
"843","Gorillaz","The Black Heart Procession"
"844","Gorillaz","The Bravery"
"845","Gorillaz","The Kills"
"846","Gorillaz","The Mars Volta"
"847","Gorillaz","The Offspring"
"848","Gorillaz","The Shins"
"849","Gorillaz","The Strokes"
"850","Gorillaz","The Vines"
"851","Gorillaz","twenty one pilots"
"852","Gorillaz","Two Door Cinema Club"
"853","Gorillaz","Vampire Weekend"
"854","Gorillaz","Vermillion Lies"
"855","Gorillaz","Amanda Palmer"
"856","Gorillaz","Arctic Monkeys"
"857","Gorillaz","blink-182"
"858","Gorillaz","Caesars"
"859","Gorillaz","David Bowie"
"860","Gorillaz","Evelyn Evelyn"
"861","Gorillaz","Humanwine"
"862","Gorillaz","Imogen Heap"
"863","Gorillaz","Jets to Brazil"
"864","Gorillaz","Kaiser Chiefs"
"865","Gorillaz","Lana Del Rey"
"866","Gorillaz","Les Claypool"
"867","Gorillaz","Marilyn Manson"
"868","Gorillaz","Metric"
"869","Gorillaz","Mindless Self Indulgence"
"870","Gorillaz","My Brightest Diamond"
"871","Gorillaz","My Darkest Days"
"872","Gorillaz","Reel Big Fish"
"873","Gorillaz","Regina Spektor"
"874","Gorillaz","Scissor Sisters"
"875","Gorillaz","Speedy Ortiz"
"876","Gorillaz","St. Vincent"
"877","Gorillaz","Suzanne Vega"
"878","Gorillaz","System of a Down"
"879","Gorillaz","Talking Heads"
"880","Gorillaz","Tegan and Sara"
"881","Gorillaz","The Fratellis"
"882","Gorillaz","The Hush Sound"
"883","Gorillaz","The Smiths"
"884","Gorillaz","Tom Waits"
"885","Gorillaz","Unknown Mortal Orchestra"
"886","Gorillaz","X Ambassadors"
"887","Pixies","Radiohead"
"888","Pixies","Beware of Darkness"
"889","Pixies","Björk"
"890","Pixies","Blue October"
"891","Pixies","David Byrne & St. Vincent"
"892","Pixies","Eels"
"893","Pixies","Electric Six"
"894","Pixies","Gary Jules"
"895","Pixies","Guster"
"896","Pixies","Middle Class Rut"
"897","Pixies","Mutemath"
"898","Pixies","Nic Armstrong & The Thieves"
"899","Pixies","The Dresden Dolls"
"900","Pixies","The Smashing Pumpkins"
"901","Pixies","The Wallflowers"
"902","Pixies","Weezer"
"903","Pixies","Zox"
"904","Pixies","AWOLNATION"
"905","Pixies","Band of Skulls"
"906","Pixies","Brand New"
"907","Pixies","Collective Soul"
"908","Pixies","Dead Man's Bones"
"909","Pixies","Deftones"
"910","Pixies","Filter"
"911","Pixies","Finger Eleven"
"912","Pixies","Florence + the Machine"
"913","Pixies","Goo Goo Dolls"
"914","Pixies","IAMX"
"915","Pixies","Jeff Buckley"
"916","Pixies","Manchester Orchestra"
"917","Pixies","Modest Mouse"
"918","Pixies","Muse"
"919","Pixies","My Chemical Romance"
"920","Pixies","Nirvana"
"921","Pixies","Phantom Planet"
"922","Pixies","Primus"
"923","Pixies","Santigold"
"924","Pixies","Silversun Pickups"
"925","Pixies","Spoon"
"926","Pixies","The Bastard Fairies"
"927","Pixies","The Dead Weather"
"928","Pixies","The Raconteurs"
"929","Pixies","Tindersticks"
"930","Pixies","Torres"
"931","Pixies","Ben Folds"
"932","Pixies","Bent Knee"
"933","Pixies","Born Ruffians"
"934","Pixies","Buke and Gase"
"935","Pixies","Carlos Jean"
"936","Pixies","Dear and the Headlights"
"937","Pixies","Don't Stop Or We'll Die"
"938","Pixies","Foxy Shazam"
"939","Pixies","Franz Ferdinand"
"940","Pixies","Gogol Bordello"
"941","Pixies","Green Day"
"942","Pixies","Grouplove"
"943","Pixies","Kasabian"
"944","Pixies","Max Q"
"945","Pixies","MGMT"
"946","Pixies","Mr. Bungle"
"947","Pixies","Nico Vega"
"948","Pixies","Nine Inch Nails"
"949","Pixies","OK Go"
"950","Pixies","Soundgarden"
"951","Pixies","Suede"
"952","Pixies","Sufjan Stevens"
"953","Pixies","The Black Heart Procession"
"954","Pixies","The Bravery"
"955","Pixies","The Kills"
"956","Pixies","The Mars Volta"
"957","Pixies","The Offspring"
"958","Pixies","The Shins"
"959","Pixies","The Strokes"
"960","Pixies","The Vines"
"961","Pixies","twenty one pilots"
"962","Pixies","Two Door Cinema Club"
"963","Pixies","Vampire Weekend"
"964","Pixies","Vermillion Lies"
"965","Pixies","Amanda Palmer"
"966","Pixies","Arctic Monkeys"
"967","Pixies","blink-182"
"968","Pixies","Caesars"
"969","Pixies","David Bowie"
"970","Pixies","Evelyn Evelyn"
"971","Pixies","Humanwine"
"972","Pixies","Imogen Heap"
"973","Pixies","Jets to Brazil"
"974","Pixies","Kaiser Chiefs"
"975","Pixies","Lana Del Rey"
"976","Pixies","Les Claypool"
"977","Pixies","Marilyn Manson"
"978","Pixies","Metric"
"979","Pixies","Mindless Self Indulgence"
"980","Pixies","My Brightest Diamond"
"981","Pixies","My Darkest Days"
"982","Pixies","Reel Big Fish"
"983","Pixies","Regina Spektor"
"984","Pixies","Scissor Sisters"
"985","Pixies","Speedy Ortiz"
"986","Pixies","St. Vincent"
"987","Pixies","Suzanne Vega"
"988","Pixies","System of a Down"
"989","Pixies","Talking Heads"
"990","Pixies","Tegan and Sara"
"991","Pixies","The Fratellis"
"992","Pixies","The Hush Sound"
"993","Pixies","The Smiths"
"994","Pixies","Tom Waits"
"995","Pixies","Unknown Mortal Orchestra"
"996","Pixies","X Ambassadors"
"997","Radiohead","Beware of Darkness"
"998","Radiohead","Björk"
"999","Radiohead","Blue October"
"1000","Radiohead","David Byrne & St. Vincent"
"1001","Radiohead","Eels"
"1002","Radiohead","Electric Six"
"1003","Radiohead","Gary Jules"
"1004","Radiohead","Guster"
"1005","Radiohead","Middle Class Rut"
"1006","Radiohead","Mutemath"
"1007","Radiohead","Nic Armstrong & The Thieves"
"1008","Radiohead","The Dresden Dolls"
"1009","Radiohead","The Smashing Pumpkins"
"1010","Radiohead","The Wallflowers"
"1011","Radiohead","Weezer"
"1012","Radiohead","Zox"
"1013","Radiohead","AWOLNATION"
"1014","Radiohead","Band of Skulls"
"1015","Radiohead","Brand New"
"1016","Radiohead","Collective Soul"
"1017","Radiohead","Dead Man's Bones"
"1018","Radiohead","Deftones"
"1019","Radiohead","Filter"
"1020","Radiohead","Finger Eleven"
"1021","Radiohead","Florence + the Machine"
"1022","Radiohead","Goo Goo Dolls"
"1023","Radiohead","IAMX"
"1024","Radiohead","Jeff Buckley"
"1025","Radiohead","Manchester Orchestra"
"1026","Radiohead","Modest Mouse"
"1027","Radiohead","Muse"
"1028","Radiohead","My Chemical Romance"
"1029","Radiohead","Nirvana"
"1030","Radiohead","Phantom Planet"
"1031","Radiohead","Primus"
"1032","Radiohead","Santigold"
"1033","Radiohead","Silversun Pickups"
"1034","Radiohead","Spoon"
"1035","Radiohead","The Bastard Fairies"
"1036","Radiohead","The Dead Weather"
"1037","Radiohead","The Raconteurs"
"1038","Radiohead","Tindersticks"
"1039","Radiohead","Torres"
"1040","Radiohead","Ben Folds"
"1041","Radiohead","Bent Knee"
"1042","Radiohead","Born Ruffians"
"1043","Radiohead","Buke and Gase"
"1044","Radiohead","Carlos Jean"
"1045","Radiohead","Dear and the Headlights"
"1046","Radiohead","Don't Stop Or We'll Die"
"1047","Radiohead","Foxy Shazam"
"1048","Radiohead","Franz Ferdinand"
"1049","Radiohead","Gogol Bordello"
"1050","Radiohead","Green Day"
"1051","Radiohead","Grouplove"
"1052","Radiohead","Kasabian"
"1053","Radiohead","Max Q"
"1054","Radiohead","MGMT"
"1055","Radiohead","Mr. Bungle"
"1056","Radiohead","Nico Vega"
"1057","Radiohead","Nine Inch Nails"
"1058","Radiohead","OK Go"
"1059","Radiohead","Soundgarden"
"1060","Radiohead","Suede"
"1061","Radiohead","Sufjan Stevens"
"1062","Radiohead","The Black Heart Procession"
"1063","Radiohead","The Bravery"
"1064","Radiohead","The Kills"
"1065","Radiohead","The Mars Volta"
"1066","Radiohead","The Offspring"
"1067","Radiohead","The Shins"
"1068","Radiohead","The Strokes"
"1069","Radiohead","The Vines"
"1070","Radiohead","twenty one pilots"
"1071","Radiohead","Two Door Cinema Club"
"1072","Radiohead","Vampire Weekend"
"1073","Radiohead","Vermillion Lies"
"1074","Radiohead","Amanda Palmer"
"1075","Radiohead","Arctic Monkeys"
"1076","Radiohead","blink-182"
"1077","Radiohead","Caesars"
"1078","Radiohead","David Bowie"
"1079","Radiohead","Evelyn Evelyn"
"1080","Radiohead","Humanwine"
"1081","Radiohead","Imogen Heap"
"1082","Radiohead","Jets to Brazil"
"1083","Radiohead","Kaiser Chiefs"
"1084","Radiohead","Lana Del Rey"
"1085","Radiohead","Les Claypool"
"1086","Radiohead","Marilyn Manson"
"1087","Radiohead","Metric"
"1088","Radiohead","Mindless Self Indulgence"
"1089","Radiohead","My Brightest Diamond"
"1090","Radiohead","My Darkest Days"
"1091","Radiohead","Reel Big Fish"
"1092","Radiohead","Regina Spektor"
"1093","Radiohead","Scissor Sisters"
"1094","Radiohead","Speedy Ortiz"
"1095","Radiohead","St. Vincent"
"1096","Radiohead","Suzanne Vega"
"1097","Radiohead","System of a Down"
"1098","Radiohead","Talking Heads"
"1099","Radiohead","Tegan and Sara"
"1100","Radiohead","The Fratellis"
"1101","Radiohead","The Hush Sound"
"1102","Radiohead","The Smiths"
"1103","Radiohead","Tom Waits"
"1104","Radiohead","Unknown Mortal Orchestra"
"1105","Radiohead","X Ambassadors"
"1106","Beware of Darkness","Björk"
"1107","Beware of Darkness","Blue October"
"1108","Beware of Darkness","David Byrne & St. Vincent"
"1109","Beware of Darkness","Eels"
"1110","Beware of Darkness","Electric Six"
"1111","Beware of Darkness","Gary Jules"
"1112","Beware of Darkness","Guster"
"1113","Beware of Darkness","Middle Class Rut"
"1114","Beware of Darkness","Mutemath"
"1115","Beware of Darkness","Nic Armstrong & The Thieves"
"1116","Beware of Darkness","The Dresden Dolls"
"1117","Beware of Darkness","The Smashing Pumpkins"
"1118","Beware of Darkness","The Wallflowers"
"1119","Beware of Darkness","Weezer"
"1120","Beware of Darkness","Zox"
"1121","Beware of Darkness","AWOLNATION"
"1122","Beware of Darkness","Band of Skulls"
"1123","Beware of Darkness","Brand New"
"1124","Beware of Darkness","Collective Soul"
"1125","Beware of Darkness","Dead Man's Bones"
"1126","Beware of Darkness","Deftones"
"1127","Beware of Darkness","Filter"
"1128","Beware of Darkness","Finger Eleven"
"1129","Beware of Darkness","Florence + the Machine"
"1130","Beware of Darkness","Goo Goo Dolls"
"1131","Beware of Darkness","IAMX"
"1132","Beware of Darkness","Jeff Buckley"
"1133","Beware of Darkness","Manchester Orchestra"
"1134","Beware of Darkness","Modest Mouse"
"1135","Beware of Darkness","Muse"
"1136","Beware of Darkness","My Chemical Romance"
"1137","Beware of Darkness","Nirvana"
"1138","Beware of Darkness","Phantom Planet"
"1139","Beware of Darkness","Primus"
"1140","Beware of Darkness","Santigold"
"1141","Beware of Darkness","Silversun Pickups"
"1142","Beware of Darkness","Spoon"
"1143","Beware of Darkness","The Bastard Fairies"
"1144","Beware of Darkness","The Dead Weather"
"1145","Beware of Darkness","The Raconteurs"
"1146","Beware of Darkness","Tindersticks"
"1147","Beware of Darkness","Torres"
"1148","Beware of Darkness","Ben Folds"
"1149","Beware of Darkness","Bent Knee"
"1150","Beware of Darkness","Born Ruffians"
"1151","Beware of Darkness","Buke and Gase"
"1152","Beware of Darkness","Carlos Jean"
"1153","Beware of Darkness","Dear and the Headlights"
"1154","Beware of Darkness","Don't Stop Or We'll Die"
"1155","Beware of Darkness","Foxy Shazam"
"1156","Beware of Darkness","Franz Ferdinand"
"1157","Beware of Darkness","Gogol Bordello"
"1158","Beware of Darkness","Green Day"
"1159","Beware of Darkness","Grouplove"
"1160","Beware of Darkness","Kasabian"
"1161","Beware of Darkness","Max Q"
"1162","Beware of Darkness","MGMT"
"1163","Beware of Darkness","Mr. Bungle"
"1164","Beware of Darkness","Nico Vega"
"1165","Beware of Darkness","Nine Inch Nails"
"1166","Beware of Darkness","OK Go"
"1167","Beware of Darkness","Soundgarden"
"1168","Beware of Darkness","Suede"
"1169","Beware of Darkness","Sufjan Stevens"
"1170","Beware of Darkness","The Black Heart Procession"
"1171","Beware of Darkness","The Bravery"
"1172","Beware of Darkness","The Kills"
"1173","Beware of Darkness","The Mars Volta"
"1174","Beware of Darkness","The Offspring"
"1175","Beware of Darkness","The Shins"
"1176","Beware of Darkness","The Strokes"
"1177","Beware of Darkness","The Vines"
"1178","Beware of Darkness","twenty one pilots"
"1179","Beware of Darkness","Two Door Cinema Club"
"1180","Beware of Darkness","Vampire Weekend"
"1181","Beware of Darkness","Vermillion Lies"
"1182","Beware of Darkness","Amanda Palmer"
"1183","Beware of Darkness","Arctic Monkeys"
"1184","Beware of Darkness","blink-182"
"1185","Beware of Darkness","Caesars"
"1186","Beware of Darkness","David Bowie"
"1187","Beware of Darkness","Evelyn Evelyn"
"1188","Beware of Darkness","Humanwine"
"1189","Beware of Darkness","Imogen Heap"
"1190","Beware of Darkness","Jets to Brazil"
"1191","Beware of Darkness","Kaiser Chiefs"
"1192","Beware of Darkness","Lana Del Rey"
"1193","Beware of Darkness","Les Claypool"
"1194","Beware of Darkness","Marilyn Manson"
"1195","Beware of Darkness","Metric"
"1196","Beware of Darkness","Mindless Self Indulgence"
"1197","Beware of Darkness","My Brightest Diamond"
"1198","Beware of Darkness","My Darkest Days"
"1199","Beware of Darkness","Reel Big Fish"
"1200","Beware of Darkness","Regina Spektor"
"1201","Beware of Darkness","Scissor Sisters"
"1202","Beware of Darkness","Speedy Ortiz"
"1203","Beware of Darkness","St. Vincent"
"1204","Beware of Darkness","Suzanne Vega"
"1205","Beware of Darkness","System of a Down"
"1206","Beware of Darkness","Talking Heads"
"1207","Beware of Darkness","Tegan and Sara"
"1208","Beware of Darkness","The Fratellis"
"1209","Beware of Darkness","The Hush Sound"
"1210","Beware of Darkness","The Smiths"
"1211","Beware of Darkness","Tom Waits"
"1212","Beware of Darkness","Unknown Mortal Orchestra"
"1213","Beware of Darkness","X Ambassadors"
"1214","Björk","Blue October"
"1215","Björk","David Byrne & St. Vincent"
"1216","Björk","Eels"
"1217","Björk","Electric Six"
"1218","Björk","Gary Jules"
"1219","Björk","Guster"
"1220","Björk","Middle Class Rut"
"1221","Björk","Mutemath"
"1222","Björk","Nic Armstrong & The Thieves"
"1223","Björk","The Dresden Dolls"
"1224","Björk","The Smashing Pumpkins"
"1225","Björk","The Wallflowers"
"1226","Björk","Weezer"
"1227","Björk","Zox"
"1228","Björk","AWOLNATION"
"1229","Björk","Band of Skulls"
"1230","Björk","Brand New"
"1231","Björk","Collective Soul"
"1232","Björk","Dead Man's Bones"
"1233","Björk","Deftones"
"1234","Björk","Filter"
"1235","Björk","Finger Eleven"
"1236","Björk","Florence + the Machine"
"1237","Björk","Goo Goo Dolls"
"1238","Björk","IAMX"
"1239","Björk","Jeff Buckley"
"1240","Björk","Manchester Orchestra"
"1241","Björk","Modest Mouse"
"1242","Björk","Muse"
"1243","Björk","My Chemical Romance"
"1244","Björk","Nirvana"
"1245","Björk","Phantom Planet"
"1246","Björk","Primus"
"1247","Björk","Santigold"
"1248","Björk","Silversun Pickups"
"1249","Björk","Spoon"
"1250","Björk","The Bastard Fairies"
"1251","Björk","The Dead Weather"
"1252","Björk","The Raconteurs"
"1253","Björk","Tindersticks"
"1254","Björk","Torres"
"1255","Björk","Ben Folds"
"1256","Björk","Bent Knee"
"1257","Björk","Born Ruffians"
"1258","Björk","Buke and Gase"
"1259","Björk","Carlos Jean"
"1260","Björk","Dear and the Headlights"
"1261","Björk","Don't Stop Or We'll Die"
"1262","Björk","Foxy Shazam"
"1263","Björk","Franz Ferdinand"
"1264","Björk","Gogol Bordello"
"1265","Björk","Green Day"
"1266","Björk","Grouplove"
"1267","Björk","Kasabian"
"1268","Björk","Max Q"
"1269","Björk","MGMT"
"1270","Björk","Mr. Bungle"
"1271","Björk","Nico Vega"
"1272","Björk","Nine Inch Nails"
"1273","Björk","OK Go"
"1274","Björk","Soundgarden"
"1275","Björk","Suede"
"1276","Björk","Sufjan Stevens"
"1277","Björk","The Black Heart Procession"
"1278","Björk","The Bravery"
"1279","Björk","The Kills"
"1280","Björk","The Mars Volta"
"1281","Björk","The Offspring"
"1282","Björk","The Shins"
"1283","Björk","The Strokes"
"1284","Björk","The Vines"
"1285","Björk","twenty one pilots"
"1286","Björk","Two Door Cinema Club"
"1287","Björk","Vampire Weekend"
"1288","Björk","Vermillion Lies"
"1289","Björk","Amanda Palmer"
"1290","Björk","Arctic Monkeys"
"1291","Björk","blink-182"
"1292","Björk","Caesars"
"1293","Björk","David Bowie"
"1294","Björk","Evelyn Evelyn"
"1295","Björk","Humanwine"
"1296","Björk","Imogen Heap"
"1297","Björk","Jets to Brazil"
"1298","Björk","Kaiser Chiefs"
"1299","Björk","Lana Del Rey"
"1300","Björk","Les Claypool"
"1301","Björk","Marilyn Manson"
"1302","Björk","Metric"
"1303","Björk","Mindless Self Indulgence"
"1304","Björk","My Brightest Diamond"
"1305","Björk","My Darkest Days"
"1306","Björk","Reel Big Fish"
"1307","Björk","Regina Spektor"
"1308","Björk","Scissor Sisters"
"1309","Björk","Speedy Ortiz"
